rfq_id,match_id,similarity_score
2761ad98-baa2-4022-b98c-146a32b16dec,c91db5bf-1bc5-4597-98b1-0ac36c5638fd,0.46
2761ad98-baa2-4022-b98c-146a32b16dec,7d6fcc82-1fb9-4b7b-897c-64f3efe90150,0.46
985a13af-6aee-4660-83c1-ce5114758d4e,22954beb-e993-4c0d-89e5-e6d4c1e93cfa,0.5
985a13af-6aee-4660-83c1-ce5114758d4e,9e7bf874-5cc8-4669-a61c-df999eaaf834,0.46
985a13af-6aee-4660-83c1-ce5114758d4e,7c2315bd-a330-4578-88b7-c132be30de2d,0.436579
9b6f3d40-da34-465e-9211-b0d7b1d19036,bab67e88-be02-40c9-b3d7-b43a4adff716,0.570888
9b6f3d40-da34-465e-9211-b0d7b1d19036,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.503333
9b6f3d40-da34-465e-9211-b0d7b1d19036,2af9d905-069b-450e-8e7e-155fa7133cc7,0.503333
e63d7e85-caef-4f2f-a89b-3889907f7e74,4c71cc86-4968-4fb8-8bb3-6992d165faeb,0.42
e63d7e85-caef-4f2f-a89b-3889907f7e74,8790804f-6c19-4064-89a5-412862784b1c,0.42
e63d7e85-caef-4f2f-a89b-3889907f7e74,03b42284-af8d-434e-a03b-f7daf55a55c3,0.42
2104d59d-0957-4875-b4b1-7f968cb43352,02871910-2424-46d2-bd2c-52a716b09c00,0.5
2104d59d-0957-4875-b4b1-7f968cb43352,e5067fef-17ee-4539-8719-0f3070b72b90,0.46
2104d59d-0957-4875-b4b1-7f968cb43352,22b45745-bf1f-42af-acbc-be82422b8c6b,0.46
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,b6a8a28e-b744-4e4f-a040-be65cfec1ef5,0.5
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,939af091-8ffd-4cd3-9c69-6530b2a906d7,0.481485
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,c322fc6c-240c-4c09-9b88-d4f2c2395244,0.475198
b64d3856-e630-4fa6-b5f7-d02e900e510e,7916fb45-89ef-445c-93f7-21a464eb870c,0.498162
b64d3856-e630-4fa6-b5f7-d02e900e510e,5a0c0459-d730-44b6-9e3c-ff99f2362f11,0.498162
b64d3856-e630-4fa6-b5f7-d02e900e510e,f4371a33-6507-40a1-b44f-ba156004ea92,0.498162
761b9fc9-1000-476c-bebe-6c40dd431b1c,90b02a62-3da9-4648-948c-52627d086a50,0.526189
761b9fc9-1000-476c-bebe-6c40dd431b1c,2564eefa-070f-4e4a-915e-c553a35fa561,0.514682
761b9fc9-1000-476c-bebe-6c40dd431b1c,c717fe40-0d63-4a86-ba3d-afe718e44995,0.512384
bab67e88-be02-40c9-b3d7-b43a4adff716,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.570888
bab67e88-be02-40c9-b3d7-b43a4adff716,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.503333
bab67e88-be02-40c9-b3d7-b43a4adff716,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.490888
5190b002-36f4-497b-b1aa-856762facb07,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.486428
5190b002-36f4-497b-b1aa-856762facb07,aafdee84-7b34-40d0-bda0-1f1ac409258b,0.480513
5190b002-36f4-497b-b1aa-856762facb07,a7674ae7-731c-46ab-94db-a7a972df8849,0.451657
8cc82a77-7371-4839-bca3-86f8d3ea627a,e42b147c-89f1-46de-b56e-0f201d709601,0.543333
8cc82a77-7371-4839-bca3-86f8d3ea627a,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.522121
8cc82a77-7371-4839-bca3-86f8d3ea627a,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.52193
e42b147c-89f1-46de-b56e-0f201d709601,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.543333
e42b147c-89f1-46de-b56e-0f201d709601,87ba0db6-dcd7-419a-b043-d32652eb4c05,0.482121
e42b147c-89f1-46de-b56e-0f201d709601,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.48193
269d6f1b-faa1-4fae-ab15-e71211c94cff,9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,0.243333
269d6f1b-faa1-4fae-ab15-e71211c94cff,1de03ffd-cfca-42e0-bd89-21e62f0e0aac,0.160926
269d6f1b-faa1-4fae-ab15-e71211c94cff,7729084d-fc2d-41d8-a8df-891da74078f1,0.16
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,269d6f1b-faa1-4fae-ab15-e71211c94cff,0.243333
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,1de03ffd-cfca-42e0-bd89-21e62f0e0aac,0.160926
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,7729084d-fc2d-41d8-a8df-891da74078f1,0.16
795c1324-5586-4057-8c6a-574755248aa2,71721a5d-14cd-4583-b637-d802c9a85a21,0.544678
795c1324-5586-4057-8c6a-574755248aa2,9195d6ad-120f-4ae2-8e69-462ca56c3fc0,0.543333
795c1324-5586-4057-8c6a-574755248aa2,386d5c5f-c66c-436a-b015-ec798d1650ac,0.540906
724a7dd7-d80d-4320-86c7-b8a879bb619d,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0.5
724a7dd7-d80d-4320-86c7-b8a879bb619d,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,0.5
724a7dd7-d80d-4320-86c7-b8a879bb619d,d0a90019-8dba-4281-bf19-07884317e2c4,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,6938d338-6ad1-4280-b994-aa959f48f78f,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,c87368c2-f7ef-497c-8422-b27fe5027a2b,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,0.496695
12779ba3-969c-48dc-97d8-33e72279f695,4f8e5961-60c1-443f-a624-a343753470a2,0.5
12779ba3-969c-48dc-97d8-33e72279f695,711e818a-ca63-4f13-aff2-e30fb49aa354,0.5
12779ba3-969c-48dc-97d8-33e72279f695,7f8c14b2-fc22-45ec-a383-2f2ee9b23785,0.5
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,e2cf8e2c-68d4-4334-9b7d-cc11fa0213dd,0.5
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,1f4c6902-ace9-4b4e-851f-591fcf28323b,0.5
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,7d4285b5-6b06-4341-894f-e18ee9e63137,0.5
4d565122-229a-4541-8a53-3b18169c3635,a83843ec-d159-437c-aec6-0e97551aa0ec,0.527756
4d565122-229a-4541-8a53-3b18169c3635,84be5122-71d5-4a35-a912-fd2911e3c64f,0.5
4d565122-229a-4541-8a53-3b18169c3635,a3958665-7b55-4b85-9e84-8856638defd5,0.5
2d3e3b00-62f8-48fd-a80d-d15a299ed045,61aca849-8359-4b40-b321-176160c241a7,0.499171
2d3e3b00-62f8-48fd-a80d-d15a299ed045,8bccceef-4a51-433f-b36d-380cd3c445c9,0.483661
2d3e3b00-62f8-48fd-a80d-d15a299ed045,1243a009-754a-4750-b79f-5fe82477d22b,0.481319
61aca849-8359-4b40-b321-176160c241a7,2d3e3b00-62f8-48fd-a80d-d15a299ed045,0.499171
61aca849-8359-4b40-b321-176160c241a7,8bccceef-4a51-433f-b36d-380cd3c445c9,0.482832
61aca849-8359-4b40-b321-176160c241a7,1243a009-754a-4750-b79f-5fe82477d22b,0.48049
02647f9b-5108-4955-938f-e6b003b62690,facd942d-02a2-46bf-936c-e3afd39ee20d,0.2
02647f9b-5108-4955-938f-e6b003b62690,140d30f7-f16d-4455-a448-516ab6616812,0.2
02647f9b-5108-4955-938f-e6b003b62690,178a48ef-f870-46d7-ba3c-c94b35477459,0.2
613608a5-2b5d-4cca-8527-5639ab76949c,83692241-9b86-40d3-8e9f-044852b24a7f,0.2
613608a5-2b5d-4cca-8527-5639ab76949c,b0f1b52b-0cdf-4a1d-a8e5-daf6a95c754b,0.2
613608a5-2b5d-4cca-8527-5639ab76949c,05c191ac-c545-4e9e-b64a-8651ec07b34d,0.2
858b4d2a-590d-4d36-b89c-adb0cb039d22,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.46588
858b4d2a-590d-4d36-b89c-adb0cb039d22,d0c5ccf7-d1a8-45b1-a5da-7f666739777a,0.456049
858b4d2a-590d-4d36-b89c-adb0cb039d22,a06f49b5-9d24-40a5-976b-21017110a7d4,0.449123
2624655e-ea07-468a-8da8-2e39c9d1e7f0,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.582428
2624655e-ea07-468a-8da8-2e39c9d1e7f0,3b00dedd-fcb8-4d71-9ffb-40b92b6cdfe7,0.576793
2624655e-ea07-468a-8da8-2e39c9d1e7f0,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0.575029
b9dc4688-75e2-45ed-82ed-c33ca308f94e,9a26d7df-1335-45d4-97cd-6d7459fb2674,0.5
b9dc4688-75e2-45ed-82ed-c33ca308f94e,9a34f125-2a0c-424e-8be9-aadb0259fccf,0.486541
b9dc4688-75e2-45ed-82ed-c33ca308f94e,b30cef8b-4065-4272-89b5-57b1fd91c50d,0.484072
9a26d7df-1335-45d4-97cd-6d7459fb2674,b9dc4688-75e2-45ed-82ed-c33ca308f94e,0.5
9a26d7df-1335-45d4-97cd-6d7459fb2674,49e758d3-c9cb-410b-b44b-dac87fa83081,0.485126
9a26d7df-1335-45d4-97cd-6d7459fb2674,cba20c38-f317-405d-baae-f081d703e02f,0.485126
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,02658891-8aaf-4ca9-a4ec-b817c80d19d1,0.665761
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,b2bc544a-219d-4899-9fa4-191e3f475649,0.634094
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.601735
e51114ac-ff3c-4823-be87-e25e9085096a,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.16
e51114ac-ff3c-4823-be87-e25e9085096a,2d3e3b00-62f8-48fd-a80d-d15a299ed045,0.16
e51114ac-ff3c-4823-be87-e25e9085096a,61aca849-8359-4b40-b321-176160c241a7,0.16
7be2d720-52c2-4f8a-a82a-2b90f535ad40,078f6ae4-4cf2-4c74-b810-157537c3a8b9,0.46
7be2d720-52c2-4f8a-a82a-2b90f535ad40,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.42
7be2d720-52c2-4f8a-a82a-2b90f535ad40,3890f753-a284-4da4-9723-c0a697c8a403,0.42
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0.580609
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.503333
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,7aa469f5-560a-40df-b20d-78bec3ce11c6,0.493456
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c09c778a-d5c2-4dec-a3e8-e99f28065b97,0.46
c7dbd2da-a758-44ba-9e16-ee10ec99f631,560f5953-319c-4cf2-b91d-184967212f15,0.42
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c88ae08a-0390-40a3-99fe-40013e5b930e,0.414376
24889764-ab00-4c8e-ae3e-5945601bbafb,091810a2-c819-482c-bed2-07e4a9892de5,0.5
24889764-ab00-4c8e-ae3e-5945601bbafb,f7debce9-443c-40cf-acc9-54bbfcc73ddb,0.482928
24889764-ab00-4c8e-ae3e-5945601bbafb,386d5c5f-c66c-436a-b015-ec798d1650ac,0.474489
8da7061a-5e02-49b0-a888-fb3461b8a8c5,451c9406-3053-4605-9f1e-0b6183d93d56,0.5
8da7061a-5e02-49b0-a888-fb3461b8a8c5,49026fd4-c9bd-4c36-a4f6-420f3fbbbbf0,0.5
8da7061a-5e02-49b0-a888-fb3461b8a8c5,36361daf-97cc-45e9-8ba2-ab13ece493a4,0.491657
3890f753-a284-4da4-9723-c0a697c8a403,94147869-54e7-4573-a1e8-446456d92dec,0.5
3890f753-a284-4da4-9723-c0a697c8a403,f45232a4-beae-4f44-b220-0bcf8557b076,0.46
3890f753-a284-4da4-9723-c0a697c8a403,1a4035ab-435c-41aa-89f8-98efcfd32311,0.46
41a4f5a5-728a-4965-b483-6e265eebf93a,822a6db3-48ad-4290-a711-8c4d7f07abc8,0.5
41a4f5a5-728a-4965-b483-6e265eebf93a,e2dc5382-bfde-4723-be40-283196484d37,0.5
41a4f5a5-728a-4965-b483-6e265eebf93a,8761157a-0b6f-4821-a352-10d6faf51505,0.5
b30cef8b-4065-4272-89b5-57b1fd91c50d,02658891-8aaf-4ca9-a4ec-b817c80d19d1,0.564568
b30cef8b-4065-4272-89b5-57b1fd91c50d,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,0.564299
b30cef8b-4065-4272-89b5-57b1fd91c50d,1008838b-bf71-442f-a6e8-3de016146f89,0.564299
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0d3f1ae0-f78c-47d3-9df6-b749e36304a2,0.580609
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.500609
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,7aa469f5-560a-40df-b20d-78bec3ce11c6,0.498904
4da333cf-6f2a-4b64-9212-2be665c5e1e3,a3f38767-02ae-4990-be18-35ca819684a7,0.446106
4da333cf-6f2a-4b64-9212-2be665c5e1e3,56c75e72-50ae-4e29-aea4-f6394e1d986b,0.446106
4da333cf-6f2a-4b64-9212-2be665c5e1e3,87daa9e0-9c54-4c2e-8a7e-f3765fb00184,0.42
e0bfc6b2-19de-475e-ba88-6d6081204ed9,4c71cc86-4968-4fb8-8bb3-6992d165faeb,0.42
e0bfc6b2-19de-475e-ba88-6d6081204ed9,8790804f-6c19-4064-89a5-412862784b1c,0.42
e0bfc6b2-19de-475e-ba88-6d6081204ed9,03b42284-af8d-434e-a03b-f7daf55a55c3,0.42
e67e6b48-e699-4e55-9640-ff061375d513,02871910-2424-46d2-bd2c-52a716b09c00,0.5
e67e6b48-e699-4e55-9640-ff061375d513,e5067fef-17ee-4539-8719-0f3070b72b90,0.46
e67e6b48-e699-4e55-9640-ff061375d513,22b45745-bf1f-42af-acbc-be82422b8c6b,0.46
2c0d57e5-e106-4874-b3fc-2204172df725,c717fe40-0d63-4a86-ba3d-afe718e44995,0.480354
2c0d57e5-e106-4874-b3fc-2204172df725,24889764-ab00-4c8e-ae3e-5945601bbafb,0.461667
2c0d57e5-e106-4874-b3fc-2204172df725,a2a82c6c-7a7e-4eec-ad69-f487424dc71e,0.46
e14a46c3-b349-4441-b09f-8088e5663262,140d30f7-f16d-4455-a448-516ab6616812,0.5
e14a46c3-b349-4441-b09f-8088e5663262,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.5
e14a46c3-b349-4441-b09f-8088e5663262,0cf70763-c18a-4c9b-b5d9-f4cbb127190b,0.5
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,24dcf5a7-c9f0-4063-973c-50e3d7644527,0.452714
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,25c46875-dbeb-4ef4-ad33-7aff8384fb2a,0.446106
